id,nameFirst,nameLast,address,city,st,zip,creditCard,balance
5587,Diana,Lighty,3712 Turkey Pen Road,New York,NY,10007,Visa,6709.06
5588,Lester,Agarwal,3361 Davis Lane,Centennial,CO,80112,Visa,9315.51
5589,Marco,Rappaport,3508 Mesa Drive,Las Vegas,NV,89101,Visa,9187.74
5590,Richard,Duvall,3462 Norma Lane,Monroe,LA,71201,Discover,10376.63
5591,Josephine,Knott,642 Mount Tabor,New York,NY,10007,Visa,0.00
5592,Christopher,Bannister,3174 John Avenue,Lansing,MI,48933,MasterCard,7922.96
5593,James,Qualls,3434 Round Table Drive,Hamilton,OH,45011,Visa,1316.62
5594,Leo,Swensen,3553 Red Maple Drive,Los Angeles,CA,90017,MasterCard,6290.86
5595,Ashley,Romero,942 Mudlick Road,Seattle,WA,98122,MasterCard,0.00
5596,Amy,Linker,306 Locust View Drive,Novato,CA,94947,MasterCard,4266.88
5597,Peggy,Hill,1441 Mayo Street,Louisville,KY,40204,Visa,6121.30
5598,Michael,Smith,1693 Sherwood Circle,Lafayette,LA,70503,Discover,5397.11
5599,Michelle,Harris,1138 Cerullo Road,Louisville,KY,40223,Visa,2480.74
5600,Roy,Williams,4950 County Line Road,Tampa,FL,33619,Visa,14831.78
5601,John,Beaudoin,2383 Elliot Avenue,Seattle,WA,98115,Visa,14585.97
5602,Mildred,Anderson,3770 Euclid Avenue,Thousand Oaks,CA,91362,MasterCard,5480.53
5603,Isabel,Stout,3297 Stark Hollow Road,Holyoke,CO,80734,Visa,0.00
5604,Elaina,Kirkham,812 Custer Street,Erie,PA,16501,Visa,1881.04
5605,Corey,Flowers,2237 Tuna Street,Westland,MI,48185,MasterCard,0.00
5606,Esther,Brown,4832 Beechwood Avenue,Belle Mead,NJ,08502,MasterCard,11425.25
5607,Richard,Chandler,3046 State Street,Detroit,MI,48219,MasterCard,4373.17
5608,Isabel,Brito,4173 Rosebud Avenue,Pine Bluff,AR,71603,Visa,14728.17
5609,Julianne,Schlesinger,2497 Nickel Road,Long Beach,CA,90802,MasterCard,5414.71
5610,Marlene,Stephens,859 Pinnickinnick Street,Bayonne,NJ,07002,Discover,6509.46
5611,Todd,Sabatini,1683 Franklee Lane,Philadelphia,PA,19108,MasterCard,7599.71
5612,Fernando,Scales,2429 Randall Drive,Hilo,HI,96720,Visa,0.00
5613,Peter,Hurt,1946 Wines Lane,Houston,TX,77002,MasterCard,9082.48
5614,Kathleen,Knowles,3667 Shearwood Forest Drive,Manchester,NH,03101,MasterCard,8187.00
5615,Lee,Cote,43 Kelley Road,Gulfport,MS,39501,Visa,3863.50
5616,Daniel,Webber,3321 Poplar Lane,Miami,FL,33165,Discover,6791.88
5617,Genevieve,Hashimoto,1798 Tully Street,Livonia,MI,48150,MasterCard,5491.53
5618,Frederick,Humphery,4107 Crummit Lane,Guide Rock,NE,68942,Visa,15678.29
5619,Larry,Mathews,1969 Terra Cotta Street,Wadena,MN,56482,Discover,4660.97
5620,Peter,Givens,4704 Bicetown Road,New York,NY,10016,Visa,8199.34
5621,Vanessa,Welch,1645 Jehovah Drive,Harrisonburg,VA,22802,Visa,0.00
5622,Nelson,Mcgill,1226 Columbia Road,Wrangle Hill,DE,19720,MasterCard,4955.30
5623,Donald,White,2633 Briarhill Lane,Akron,OH,44305,Visa,7273.50
5624,Bennie,Valencia,976 Johnny Lane,New Berlin,WI,53151,Visa,9099.17
5625,Russell,Mack,2132 Grant Street,Jackson,TX,75657,MasterCard,2079.20
5626,Thomas,King,77 Hampton Meadows,Bedford,MA,01730,Discover,0.00
5627,Michael,Johnston,3255 Farnum Road,New York,NY,10018,Visa,15876.16
5628,Cynthia,Alexander,1412 Marie Street,Hanover,MD,21076,MasterCard,0.00
5629,Karen,Jeffrey,1908 Charack Road,Wheatland,IN,47597,Visa,9052.37
5630,Bernard,Kleinman,4175 Tully Street,Dearborn,MI,48124,MasterCard,7123.40
5631,Rachelle,Phillips,105 Kennedy Court,Westborough,MA,01581,Visa,5028.87
5632,Wendell,Alvarez,3803 Lynch Street,Brentwood,CA,94513,MasterCard,0.00
5633,Andrew,Davis,1154 Ritter Avenue,New Baltimore,MI,48047,MasterCard,4835.13
5634,Claude,Mrozek,2314 Star Trek Drive,Pensacola,FL,32505,Discover,2423.19
5635,Richard,Yoho,3428 Snyder Avenue,Charlotte,NC,28202,Visa,0.00
5636,Aaron,Pressley,649 Rosewood Lane,New York,NY,10022,Visa,10631.46
5637,George,Johnson,3428 Meadowbrook Mall Road,Culver City,CA,90232,Visa,19083.42
5638,Claire,Davis,3764 Bond Street,Warwick,RI,02887,MasterCard,2746.70
5639,John,Araujo,3993 Still Pastures Drive,Camden,SC,29020,MasterCard,0.00
5640,Elena,Laird,1377 Dale Avenue,Tacoma,WA,98423,MasterCard,5721.64
5641,Fernando,Neel,4804 Elk Street,Costa Mesa,CA,92627,MasterCard,3134.84
5642,Amanda,Beaver,1842 Roane Avenue,Houston,TX,77011,MasterCard,15037.87
5643,Tonya,Nunez,3081 Oakmound Drive,Bridgeview,IL,60455,MasterCard,12751.82
5644,Juan,Louis,1537 Bird Spring Lane,Kemah,TX,77565,Discover,6588.56
5645,Scott,Williamson,1399 Hilltop Street,Springfield,MA,01109,Discover,6232.24
5646,Alvin,Moore,3547 Bombardier Way,Plymouth,MI,48170,Visa,17626.98
5647,Wanda,Hernandez,631 Weekley Street,San Antonio,TX,78212,MasterCard,1600.53
5648,Tina,Compton,3806 Timber Ridge Road,Rancho Cordova,CA,95742,Visa,4605.79
5649,Joseph,Jones,3487 Patterson Road,New York,NY,10011,Visa,6612.19
5650,Gary,Gutierrez,135 Golden Ridge Road,Albany,NY,12210,MasterCard,3190.78
5651,Vivian,Hanley,3029 Pointe Lane,Pompano Beach,FL,33064,MasterCard,2994.13
5652,Norman,Hayes,2403 Oak Street,Syracuse,NY,13224,Discover,0.00
5653,Brian,Clark,1301 Finwood Road,Freehold,NJ,07728,MasterCard,2890.99
5654,Jorge,Salcedo,500 Diane Street,City Of Commerce,CA,90040,MasterCard,0.00
5655,Dona,Schenck,1097 Garrett Street,Three Rivers,MI,49093,Discover,5917.23
5656,Bobbie,Johnson,3732 Hide A Way Road,Santa Clara,CA,95050,MasterCard,3853.26
5657,Ernest,Williams,2881 Matthews Street,Fulton,IL,61252,MasterCard,4896.51
5658,Jose,Turner,1924 Ocala Street,Orlando,FL,32801,Discover,0.00
5659,Walter,Sandridge,2021 Browning Lane,Otego,NY,13825,Discover,0.00
5660,Virginia,Thomas,4419 Dark Hollow Road,Penns Neck,NJ,08540,Visa,17496.34
5661,Brandon,Morales,2339 Rollins Road,Grand Island,NE,68801,MasterCard,5066.79
5662,Daniel,Murphy,1562 Red Maple Drive,Pomona,CA,91766,Discover,5422.00
5663,Susan,Miller,35 Emily Drive,Columbia,SC,29201,Discover,2256.72
5664,Louise,Woods,4541 Willow Oaks Lane,Leesville,LA,71446,MasterCard,1533.89
5665,Martha,Cobb,1332 Caldwell Road,Oklahoma City,OK,73102,Visa,8638.20
5666,Jayne,Semon,226 Arrowood Drive,Jacksonville,FL,32216,MasterCard,7411.69
5667,Will,Obrien,3115 Bluff Street,Hagerstown,MD,21740,Visa,19126.19
5668,Vera,Laskey,635 Newton Street,Minneapolis,MN,55402,Visa,0.00
5669,Richard,Mills,2331 D Street,Detroit,MI,48219,Discover,3020.88
5670,Dona,Hand,3848 Northwest Boulevard,Secaucus,NJ,07094,Discover,8333.16
5671,Christopher,Townsend,1432 Godfrey Street,Salem,OR,97301,MasterCard,6776.08
5672,Elisa,Anderson,2901 Joseph Street,Sheboygan Falls,WI,53085,MasterCard,0.00
5673,John,Emerson,2159 East Avenue,Tempe,AZ,85282,MasterCard,6487.42
5674,Ronald,Stanfield,3879 Calvin Street,Baltimore,MD,21201,MasterCard,7853.65
5675,Hattie,Mayers,540 Ray Court,Wilmington,NC,28401,MasterCard,7625.32
5676,Daniel,Larochelle,3486 Hurry Street,Roanoke,VA,24011,Discover,0.00
5677,Debra,Abbott,2887 Daylene Drive,Southfield,MI,48034,MasterCard,7526.90
5678,John,Hall,4091 Eva Pearl Street,Gonzales,LA,70737,Visa,13851.59
5679,Anna,Gilmore,2257 Geneva Street,New York,NY,10011,MasterCard,7170.65
5680,Bella,Brown,2625 Longview Avenue,Queens,NY,11103,Discover,3422.04
5681,Joseph,Webb,2909 Brown Bear Drive,Hemet,CA,92543,MasterCard,16433.46
5682,Dora,Townsend,411 Ryan Road,Winfred,SD,57076,Discover,1903.57
5683,Denise,Townsend,1688 Quiet Valley Lane,San Fernando,CA,91340,Discover,1009.04
5684,Mary,Goodson,1176 Griffin Street,Phoenix,AZ,85009,Discover,1406.82
5685,Grace,Story,3885 Millbrook Road,Bartlett,IL,60103,Visa,10170.71
5686,Ida,Joseph,3250 Orchard Street,Minneapolis,MN,55401,Visa,6010.32
5687,Roberto,Thompson,2943 Brookview Drive,Beaumont,TX,77701,Visa,18458.32
5688,Elizabeth,Tomlinson,4441 John Daniel Drive,East Prairie,MO,63845,MasterCard,0.00
5689,Mary,Gentry,4340 Sarah Drive,Carlyss,LA,70663,MasterCard,0.00
5690,Virgil,Landry,1330 Allison Avenue,Norfolk,VA,23502,MasterCard,6783.42
5691,Linda,Gardner,2198 Crummit Lane,Omaha,NE,68102,Discover,5342.18
5692,Claire,Ortiz,4107 Rosemont Avenue,Lake Mary,FL,32746,Discover,3492.69
5693,Jake,Patterson,3543 Wood Street,Franklinton,LA,70438,MasterCard,11271.41
5694,Frank,Holliday,358 Pineview Drive,Mankato,MN,56001,Discover,9672.59
5695,Soraya,Wright,997 Shinn Street,New York,NY,10036,Visa,4287.00
5696,Carrie,Baker,2065 Anthony Avenue,Lubbock,TX,79414,MasterCard,7769.71
5697,Christen,Orta,1801 Nash Street,Detroit,MI,48213,Discover,1217.17
5698,Ryan,Mendez,3172 Charla Lane,Dallas,TX,75248,MasterCard,15329.98
5699,Jay,Underwood,3041 Dog Hill Lane,Barnes,KS,66933,MasterCard,0.00
5700,Kristine,Gingrich,3095 Sunny Glen Lane,Cleveland,OH,44115,Visa,7785.65
5701,Jennifer,Rogers,4190 Timbercrest Road,Chisana,AK,99588,Visa,11204.31
5702,Syreeta,Ogilvie,4662 Apple Lane,Macomb,IL,61455,Visa,4043.35
5703,Kevin,Mayes,2795 Nixon Avenue,Maumee,OH,43537,Visa,0.00
5704,Chuck,Taylor,2606 Reeves Street,Weyauwega,WI,54983,MasterCard,0.00
5705,Linda,Wrigley,1050 Vine Street,Schaumburg,IL,60173,Discover,6044.69
5706,Joe,Ginsberg,4385 Walnut Avenue,Troy,ID,83871,MasterCard,5015.54
5707,Sharon,Krauss,1384 Central Avenue,New Brunswick,NJ,08901,MasterCard,11134.61
5708,Richard,Jewell,4773 Poplar Street,Chicago Heights,IL,60411,Discover,3050.08
5709,Robert,Huber,1285 Glory Road,Nashville,TN,37210,Visa,10339.22
5710,Tamara,Fleming,129 Creekside Lane,Santa Barbara,CA,93101,Visa,0.00
5711,Jane,Fisher,2231 Progress Way,Cedar Rapids,IA,52402,MasterCard,0.00
5712,Lea,Thomas,4694 Twin Oaks Drive,St James,MI,49782,Visa,2834.66
5713,Michael,Skow,883 Stiles Street,Pittsburgh,PA,15220,Visa,0.00
5714,Betty,Majors,1582 Golf Course Drive,Herndon,VA,22090,Discover,2162.95
5715,Gerald,Rogers,3112 Oral Lake Road,Minneapolis,MN,55401,MasterCard,16868.04
5716,Mildred,Reif,4618 Davis Lane,Littleton,CO,80126,MasterCard,17476.12
5717,Christian,Robinson,1261 Thompson Street,Los Angeles,CA,90017,Visa,1360.65
5718,Floyd,Stewart,3627 Central Avenue,Oakland,NJ,07436,Visa,3893.12
5719,Chang,Button,2642 Hall Place,Texarkana,TX,75501,Discover,5661.16
5720,John,Jones,963 Angie Drive,Menasha,WI,54952,Visa,9579.90
5721,Clyde,Eaker,2964 Mesa Drive,Las Vegas,NV,89101,MasterCard,13945.55
5722,Raymond,Beers,1989 Mudlick Road,Walla Walla,WA,99362,Visa,8646.61
5723,Joseph,Wilson,4688 Pooz Street,West Osbornsville,NJ,08723,Visa,0.00
5724,Mary,Fuller,1912 Hinkle Lake Road,Cambridge,MA,02141,Visa,2926.10
5725,Elizabeth,Morse,672 Broadcast Drive,Arlington,VA,22204,Visa,16647.90
5726,Christian,Ramsey,3195 Gore Street,Sugar Land,TX,77478,Discover,4045.99
5727,Ruth,Stefanski,2732 Ashmor Drive,Wadena,MN,56482,Visa,3888.69
5728,Evelyn,Guerro,2705 Small Street,New York,NY,10025,MasterCard,2640.34
5729,Kenneth,Steele,236 Sweetwood Drive,Denver,CO,80239,MasterCard,13743.47
5730,Jason,Harris,3104 Romrog Way,Grand Island,NE,68801,Visa,12614.53
5731,Courtney,Bell,3296 Irving Road,Dublin,OH,43017,MasterCard,2540.22
5732,Brooke,Leake,3622 Brookview Drive,Silsbee,TX,77656,MasterCard,4074.49
5733,Mark,Bryant,1484 Shadowmar Drive,Kenner,LA,70062,MasterCard,4995.68
5734,Charles,Burris,3958 Grove Avenue,Hugo,OK,74743,MasterCard,0.00
5735,Julius,Jensen,3220 Garfield Road,New Boston,IL,61272,MasterCard,6967.26
5736,Lester,Quintero,628 Summit Park Avenue,Detroit,MI,48226,Discover,0.00
5737,Pamela,Bailey,238 Lonely Oak Drive,Mobile,AL,36602,Visa,3009.71
5738,Keith,Hill,3184 Bubby Drive,Lockhart,TX,52698,Visa,6530.17
5739,Donna,Briggs,3997 Concord Street,Charlotte,NC,28213,MasterCard,0.00
5740,Gary,Parnell,3912 West Side Avenue,Rochelle Park,NJ,07662,MasterCard,0.00
5741,Helga,Thompson,3252 Bobcat Drive,Southfield,MI,48075,Discover,0.00
5742,William,Weber,3871 Lilac Lane,Savannah,GA,31411,MasterCard,9039.38
5743,Michael,Rueter,1891 Hidden Pond Road,Nashville,TN,37013,Visa,5658.08
5744,Michael,Hernandez,3572 Carter Street,Centralia,IL,62801,Visa,5572.72
5745,Lura,Smith,2031 Fieldcrest Road,Garden City,NY,11530,MasterCard,11148.84
5746,Cecil,Short,1042 Chapmans Lane,Taos,NM,87571,Visa,0.00
5747,Curtis,Battles,3131 Private Lane,Albany,GA,31707,MasterCard,0.00
5748,Johnny,Carbajal,4114 Flynn Street,Westlake,OH,44145,Visa,16896.12
5749,Judith,Martin,2265 Marcus Street,Scottsboro,AL,35768,Visa,0.00
5750,Jacqueline,Woods,3720 Round Table Drive,Loveland,OH,45140,MasterCard,0.00
5751,Anthony,Mulhern,81 John Daniel Drive,Hallsville,MO,65255,Visa,6017.62
5752,Joyce,Wells,3445 Red Hawk Road,Orlando,FL,32801,MasterCard,8748.95
5753,Raymond,Clinton,3254 Providence Lane,Riverside,CA,92507,MasterCard,10672.85
5754,Samuel,German,3179 Cityview Drive,West Chester,PA,19382,Discover,0.00
5755,Bertha,Apodaca,2255 Skips Lane,Scottsdale,AZ,85256,MasterCard,3385.23
5756,Walter,Siler,4056 Monroe Avenue,Fort Myers,FL,33901,Visa,10205.11
5757,Alma,Pittman,3156 Hemlock Lane,Brownsville,TX,78520,Visa,20533.30
5758,Donna,Rao,3789 Custer Street,Williamsburg (blair),PA,16693,Visa,8331.25
5759,Jaime,Courtney,571 Spinnaker Lane,Joliet,IL,60432,Visa,5788.03
5760,Doris,Bean,4689 Ryan Road,Aberdeen,SD,57401,Visa,12634.87
5761,Santos,Harris,1775 Lakeland Terrace,Southfield,MI,48075,Discover,6582.40
5762,Sharon,Soderlund,4074 Mount Tabor,New York,NY,10007,Discover,1819.42
5763,Jerome,Dominique,621 Lynn Ogden Lane,Vidor,TX,77662,MasterCard,15488.21
5764,Mary,Lawson,1903 Fleming Way,Chester,VA,23831,MasterCard,4452.44
5765,Rebecca,Barroso,4452 Tibbs Avenue,St Mary,MT,59417,MasterCard,5806.77
5766,Joaquin,Casanova,4295 Fraggle Drive,Schaumburg,IL,60173,Visa,6906.84
5767,Joe,Patel,4382 Upton Avenue,Fryeburg,ME,04037,Visa,13128.42
5768,Andrew,Pohl,3356 Front Street,Southfield,MI,48075,Discover,0.00
5769,Bettie,Fisher,3503 Village View Drive,Fort Myers,FL,33912,Visa,18502.39
5770,David,Child,4784 Cook Hill Road,Stamford,CT,06902,Visa,7181.17
5771,William,Brewer,1346 Wyatt Street,Boca Raton,FL,33434,Discover,6077.83
5772,Marcelina,Foster,1082 Broad Street,Birmingham,AL,35244,Visa,2286.65
5773,Frank,Perez,4169 Sarah Drive,Lake Charles,LA,70605,Discover,1107.94
5774,Danny,Gooch,3470 Steele Street,Schaumburg,IL,60173,Visa,6371.68
5775,Mary,Rhodes,2214 Circle Drive,Houston,TX,77032,MasterCard,11140.06
5776,Ferdinand,Pettigrew,809 James Avenue,Wichita,KS,67202,Visa,7062.36
5777,Susan,Mccandless,1495 Fowler Avenue,Norcross,GA,30071,MasterCard,0.00
5778,Jeffrey,Turner,4520 Hill Croft Farm Road,Bella Vista,CA,96008,Visa,8362.66
5779,Jose,Luse,2471 Haymond Rocks Road,Hermiston,OR,97838,Discover,5071.66
5780,Kara,Bodnar,963 Hickman Street,Hinsdale,IL,60521,Visa,12694.67
5781,Jeanette,Rupert,131 Junior Avenue,Duluth,GA,30097,Visa,7932.48
5782,Jason,Gil,1055 Milford Street,Portsmouth,NH,03801,Visa,13842.24
5783,Walter,Durham,4176 Poplar Chase Lane,Boise,ID,83702,Visa,20639.17
5784,Michael,Battle,276 Redbud Drive,New York,NY,10001,MasterCard,12838.93
5785,Martha,Mason,2165 Burton Avenue,Memphis,TN,38104,Discover,2510.67
5786,Eileen,Hunter,478 Jim Rosa Lane,San Francisco,CA,94107,Visa,1154.01
5787,Ida,Bedolla,436 Hall Street,Las Vegas,NV,89121,Visa,21822.28
5788,Johnny,Moore,2255 Breezewood Court,Iola,KS,66749,MasterCard,6724.09
5789,Karrie,Browne,4090 Cedar Lane,Boston,MA,02110,MasterCard,6964.85
5790,Sarah,Gaiser,4023 Ash Avenue,Maryland Heights,MO,63141,Visa,3893.50
5791,Ruth,Lamb,488 Maloy Court,Mankato,KS,66956,Discover,0.00
5792,Scott,Hall,4347 West Side Avenue,Jersey City,NJ,07304,Visa,9085.13
5793,Juli,Ramos,1413 Haven Lane,Lansing,MI,48906,Discover,2686.41
5794,Kevin,Adkins,3613 Alfred Drive,Brooklyn,NY,11234,Visa,0.00
5795,Crystal,Moore,3480 Hummingbird Way,Boston,MA,02215,Visa,8488.78
5796,Harriet,Havens,1471 Fancher Drive,Plano,TX,75074,MasterCard,6686.31
5797,Gail,Rodriguez,4914 Ersel Street,Wilmer,TX,75172,MasterCard,10501.45
5798,Derek,Carpenter,1721 Tree Top Lane,Plymouth Meeting,PA,19462,Visa,1714.19
5799,Jacquline,Anaya,932 Kessla Way,Myrtle Beach,SC,29577,Visa,17713.62
5800,Barbara,Hunt,3951 Small Street,Manhattan,NY,10016,MasterCard,10398.01
5801,Julian,Chenoweth,2874 Essex Court,South Burlington,VT,05403,Visa,8312.87
5802,Travis,Lapointe,3525 B Street,Saint Paul,MN,55104,Discover,6651.73
5803,Roger,Taylor,583 Woodrow Way,Conroe,TX,77301,MasterCard,5069.74
5804,Williams,Knisely,788 Oak Ridge Drive,Columbia,MO,65201,Visa,4665.19
5805,Damien,Macgregor,541 Pickens Way,Canton,TX,75103,Visa,22110.02
5806,Eddie,Wilke,708 O Conner Street,Gulfport,MS,39501,MasterCard,3370.33
5807,Lois,Cash,132 South Street,Danville,VA,24540,Visa,0.00
5808,Annette,Rios,3619 Hickman Street,Rolling Meadows,IL,60008,Visa,0.00
5809,Darrell,Mcguinness,3569 Beechwood Drive,Pittsburgh,PA,15213,Discover,3626.85
5810,Helen,Lyons,1243 Glenwood Avenue,Cleveland,OH,44114,Visa,15720.70
5811,Shauna,Wilson,2636 Franklin Avenue,Orlando,FL,32810,Visa,4262.05
5812,Bonnie,Hutton,1029 Pyramid Valley Road,Cedar Rapids,IA,52403,MasterCard,0.00
5813,Raymond,Hoffman,599 Badger Pond Lane,Tampa,FL,33602,Visa,8371.21
5814,Richard,Krueger,4929 Happy Hollow Road,Troy,NC,27371,Discover,9355.00
5815,Carol,Rose,1125 Ben Street,Albany,NY,12210,MasterCard,5777.47
5816,Carolyn,Meyer,1874 Tea Berry Lane,Eau Claire,WI,54701,Discover,6935.04
5817,Daniel,Lusk,668 Horner Street,Cuyahoga Falls,OH,44221,MasterCard,0.00
5818,Patricia,Garcia,1870 Courtright Street,York,ND,58386,MasterCard,10131.20
5819,Gregory,Frisbie,1670 Ethels Lane,Tampa,FL,33602,Visa,0.00
5820,Robert,Jones,3582 Golf Course Drive,Arlington,VA,22204,MasterCard,8594.96
5821,Patricia,Cruz,3653 Keyser Ridge Road,Greensboro,NC,27401,Visa,25673.10
5822,Robert,Cogdill,2867 Werninger Street,Houston,TX,77030,MasterCard,0.00
5823,Margaret,Vadnais,1719 May Street,Winchester,KY,40391,MasterCard,3936.97
5824,Kimberly,Vargas,3358 Braxton Street,Chicago,IL,60607,Discover,1351.54
5825,Albina,Leonard,2698 Hillview Street,Columbia,SC,29206,Visa,9601.49
5826,Nadia,Wilson,3588 Elk Street,Pomona,CA,91766,MasterCard,11754.96
5827,Paul,Cortes,2870 Mayo Street,Cincinnati,KY,45202,Discover,9761.63
5828,Sharon,Vanderbilt,2755 Tyler Avenue,Hialeah,FL,33012,Visa,8052.27
5829,Clarence,Adams,2058 Arrowood Drive,Jacksonville,FL,32246,MasterCard,3487.07
5830,Rodney,Shuster,1988 Browning Lane,Binghamton,NY,13901,Visa,3223.87
5831,Marcela,Shanahan,1833 Filbert Street,Philadelphia,PA,19103,MasterCard,0.00
5832,Brent,Beaudry,2944 Lindale Avenue,Oakland,CA,94606,Visa,4573.57
5833,Robert,Stafford,2386 Marie Street,Baltimore,MD,21231,MasterCard,12485.57
5834,Emma,Moreno,1548 Beechwood Avenue,Newark,NJ,07102,Discover,2871.26
5835,Thelma,Graham,1305 Harrison Street,San Jose,CA,95134,Discover,0.00
5836,Dolores,Brantley,1173 Eagles Nest Drive,Lake Almanor,CA,96137,MasterCard,7073.60
5837,Erin,Crum,3719 Lang Avenue,Kanab,UT,84741,Discover,6001.52
5838,Bertha,Berry,1206 University Hill Road,Springfield,IL,62701,Visa,8153.31
5839,Vincent,Underwood,521 Kildeer Drive,Chesapeake,VA,23320,Visa,18125.39
5840,Adan,Lomax,2987 Wilson Street,Victorville,CA,92392,MasterCard,14093.83
5841,Beulah,Ruiz,145 Clement Street,Atlanta,GA,30305,Visa,2280.55
5842,David,Wilson,1267 Edington Drive,Smyrna,GA,30082,MasterCard,3286.84
5843,James,Spencer,4375 Diane Street,Arroyo Grande,CA,93420,MasterCard,2981.10
5844,Ernest,Williams,1735 Laurel Lane,Odessa,TX,79761,Visa,0.00
5845,John,Moore,4014 Eagle Lane,Brainerd,MN,56401,Discover,4794.55
5846,Elizabeth,Haley,4584 Pallet Street,New York,NY,10004,MasterCard,1638.49
5847,Courtney,Sanders,2566 Doe Meadow Drive,Savage,MD,20763,MasterCard,16254.18
5848,William,Cornelius,26 Rocket Drive,Saint Paul,MN,55104,Visa,0.00
5849,Dolores,Jenkins,2081 Heliport Loop,Bloomington,IN,47404,MasterCard,3002.58
5850,Danielle,Washington,283 Duncan Avenue,New York,NY,10005,Visa,14505.73
5851,April,Derrick,4666 Tetrick Road,Arcadia,FL,33821,Discover,0.00
5852,Matthew,Pearson,1922 Crosswind Drive,Elizabethtown,KY,42701,Visa,9640.75
5853,Joseph,Garcia,4604 Fairfield Road,Brookfield,WI,53005,Visa,5002.56
5854,Katherine,Handley,4767 Medical Center Drive,Venice,FL,34285,MasterCard,18747.85
5855,Celeste,Hall,4314 Valley View Drive,Woburn,MA,01801,Visa,16959.38
5856,Timothy,Prichard,1415 Dogwood Lane,Tucson,AZ,85706,Visa,0.00
5857,Gregory,Williams,3494 Lowes Alley,Worthington,OH,43085,MasterCard,5729.23
5858,Luisa,Collins,3450 Richison Drive,Melstone,MT,59054,Visa,11563.07
5859,Judy,Bilodeau,1855 Poe Road,Charleston,SC,29405,Discover,6908.35
5860,Linda,Thomas,2473 Hall Place,Dallas,TX,75207,Visa,0.00
5861,Deanna,Harris,3496 Rodney Street,Maryland Heights,MO,63043,Visa,0.00
5862,Michael,Nelson,2879 Losh Lane,Pittsburgh,PA,15206,Visa,3826.04
5863,Doyle,Joseph,1449 Anthony Avenue,Rotan,TX,79546,MasterCard,1450.18
5864,Deanna,Graves,349 Post Farm Road,Decatur,GA,30030,Visa,11306.78
5865,Jose,Wile,2552 Cunningham Court,Southfield,MI,48075,Visa,13497.26
5866,David,Mcintyre,698 Feathers Hooves Drive,Riverhead,NY,11901,MasterCard,11257.54
5867,Gerald,Hutchinson,999 Cherry Ridge Drive,Fairport,NY,14450,MasterCard,5848.67
5868,Lanita,Huot,2727 Rodney Street,Pond,MO,63040,MasterCard,8321.07
5869,Dennis,Nesbitt,3171 Blue Spruce Lane,Saint Margarets,MD,21401,MasterCard,2214.74
5870,Eddie,Bair,613 Ashton Lane,Austin,TX,78759,MasterCard,10321.12
5871,Timothy,Espy,2338 Fleming Way,Chester,VA,23831,MasterCard,2195.93
5872,Mark,Hernandez,2079 Locust Street,Grand Rapids,MI,49503,MasterCard,4969.95
5873,Nelly,Webb,4512 Taylor Street,Harrison,NY,10528,MasterCard,3543.81
5874,Leah,Carter,1066 Hill Croft Farm Road,Red Bluff,CA,96080,Visa,10200.97
5875,Carlos,Sims,2006 Berkley Street,Newark,PA,19714,Visa,4918.15
5876,Crystal,Mays,4637 Haul Road,Osseo,MN,55369,Visa,0.00
5877,Barry,Love,1295 Charmaine Lane,Amarillo,TX,79101,Visa,0.00
5878,Nancy,Solis,4629 Bryan Avenue,Minneapolis,MN,55402,Discover,4980.45
5879,Connie,Terry,1232 Melody Lane,Richmond,VA,23227,Visa,6568.68
5880,Kenneth,Magee,1807 Victoria Court,Portsmouth,ME,03801,MasterCard,7439.01
5881,Jose,Houston,2898 Zappia Drive,Winchester,KY,40391,Discover,3950.75
5882,Danny,Cheatham,1443 Timber Ridge Road,Sacramento,CA,95817,Visa,7599.15
5883,Lori,Davis,2969 Lyndon Street,Northampton,PA,18067,MasterCard,0.00
5884,Janet,Garren,1622 Hamill Avenue,El Cajon,CA,92020,MasterCard,6561.04
5885,Hung,Granger,1707 Armory Road,Fayetteville,NC,28301,MasterCard,9598.31
5886,Lawrence,Crow,1687 Warner Street,Casper,WY,82601,Visa,6566.00
5887,Janice,Bolton,4375 Jarvis Street,Buffalo,NY,14216,MasterCard,6185.56
5888,Richard,Davis,2848 Moonlight Drive,Merchantville,NJ,08109,Discover,3630.88
5889,Eva,Wagner,2625 Camden Street,Gabbs,NV,89409,Visa,16091.68
